"IdSensore","NomeStazione","Data","Valore","Stato","idOperatore"
"10001","Milano - Viale Marche","2025-02-01T00:00:00.000","87.6","VA","1"
"10001","Milano - Viale Marche","2025-02-02T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-02-03T00:00:00.000","93.2","VA","1"
"10001","Milano - Viale Marche","2025-02-04T00:00:00.000","93.4","VA","1"
"10001","Milano - Viale Marche","2025-02-05T00:00:00.000","79.6","VA","1"
"10001","Milano - Viale Marche","2025-02-06T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-02-07T00:00:00.000","90.8","VA","1"
"10001","Milano - Viale Marche","2025-02-08T00:00:00.000","84.5","VA","1"
"10001","Milano - Viale Marche","2025-02-09T00:00:00.000","95.0","VA","1"
"10001","Milano - Viale Marche","2025-02-10T00:00:00.000","82.9","VA","1"
"10001","Milano - Viale Marche","2025-02-11T00:00:00.000","94.0","VA","1"
"10001","Milano - Viale Marche","2025-02-12T00:00:00.000","95.0","VA","1"
"10001","Milano - Viale Marche","2025-02-13T00:00:00.000","94.4","VA","1"
"10001","Milano - Viale Marche","2025-02-14T00:00:00.000","85.1","VA","1"
"10001","Milano - Viale Marche","2025-02-15T00:00:00.000","94.4","VA","1"
"10001","Milano - Viale Marche","2025-02-16T00:00:00.000","83.9","VA","1"
"10001","Milano - Viale Marche","2025-02-17T00:00:00.000","82.2","VA","1"
"10001","Milano - Viale Marche","2025-02-18T00:00:00.000","95.0","VA","1"
"10001","Milano - Viale Marche","2025-02-19T00:00:00.000","91.8","VA","1"
"10001","Milano - Viale Marche","2025-02-20T00:00:00.000","93.5","VA","1"
"10001","Milano - Viale Marche","2025-02-21T00:00:00.000","81.7","VA","1"
"10001","Milano - Viale Marche","2025-02-22T00:00:00.000","90.9","VA","1"
"10001","Milano - Viale Marche","2025-02-23T00:00:00.000","87.7","VA","1"
"10001","Milano - Viale Marche","2025-02-24T00:00:00.000","86.9","VA","1"
"10001","Milano - Viale Marche","2025-02-25T00:00:00.000","95.0","VA","1"
"10001","Milano - Viale Marche","2025-02-26T00:00:00.000","84.1","VA","1"
"10001","Milano - Viale Marche","2025-02-27T00:00:00.000","90.0","VA","1"
"10001","Milano - Viale Marche","2025-02-28T00:00:00.000","82.2","VA","1"
"10001","Milano - Viale Marche","2025-03-01T00:00:00.000","66.4","VA","1"
"10001","Milano - Viale Marche","2025-03-02T00:00:00.000","78.1","VA","1"
"10001","Milano - Viale Marche","2025-03-03T00:00:00.000","70.5","VA","1"
"10001","Milano - Viale Marche","2025-03-04T00:00:00.000","71.0","VA","1"
"10001","Milano - Viale Marche","2025-03-05T00:00:00.000","71.0","VA","1"
"10001","Milano - Viale Marche","2025-03-06T00:00:00.000","78.8","VA","1"
"10001","Milano - Viale Marche","2025-03-07T00:00:00.000","83.5","VA","1"
"10001","Milano - Viale Marche","2025-03-08T00:00:00.000","71.5","VA","1"
"10001","Milano - Viale Marche","2025-03-09T00:00:00.000","67.1","VA","1"
"10001","Milano - Viale Marche","2025-03-10T00:00:00.000","72.5","VA","1"
"10001","Milano - Viale Marche","2025-03-11T00:00:00.000","79.2","VA","1"
"10001","Milano - Viale Marche","2025-03-12T00:00:00.000","76.4","VA","1"
"10001","Milano - Viale Marche","2025-03-13T00:00:00.000","72.9","VA","1"
"10001","Milano - Viale Marche","2025-03-14T00:00:00.000","67.7","VA","1"
"10001","Milano - Viale Marche","2025-03-15T00:00:00.000","70.5","VA","1"
"10001","Milano - Viale Marche","2025-03-16T00:00:00.000","70.7","VA","1"
"10001","Milano - Viale Marche","2025-03-17T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-03-18T00:00:00.000","77.1","VA","1"
"10001","Milano - Viale Marche","2025-03-19T00:00:00.000","79.8","VA","1"
"10001","Milano - Viale Marche","2025-03-20T00:00:00.000","83.5","VA","1"
"10001","Milano - Viale Marche","2025-03-21T00:00:00.000","70.5","VA","1"
"10001","Milano - Viale Marche","2025-03-22T00:00:00.000","76.4","VA","1"
"10001","Milano - Viale Marche","2025-03-23T00:00:00.000","82.1","VA","1"
"10001","Milano - Viale Marche","2025-03-24T00:00:00.000","80.4","VA","1"
"10001","Milano - Viale Marche","2025-03-25T00:00:00.000","66.4","VA","1"
"10001","Milano - Viale Marche","2025-03-26T00:00:00.000","80.3","VA","1"
"10001","Milano - Viale Marche","2025-03-27T00:00:00.000","71.1","VA","1"
"10001","Milano - Viale Marche","2025-03-28T00:00:00.000","79.2","VA","1"
"10001","Milano - Viale Marche","2025-03-29T00:00:00.000","81.3","VA","1"
"10001","Milano - Viale Marche","2025-03-30T00:00:00.000","67.2","VA","1"
"10001","Milano - Viale Marche","2025-03-31T00:00:00.000","77.3","VA","1"
"10001","Milano - Viale Marche","2025-04-01T00:00:00.000","59.2","VA","1"
"10001","Milano - Viale Marche","2025-04-02T00:00:00.000","52.9","VA","1"
"10001","Milano - Viale Marche","2025-04-03T00:00:00.000","53.7","VA","1"
"10001","Milano - Viale Marche","2025-04-04T00:00:00.000","56.0","VA","1"
"10001","Milano - Viale Marche","2025-04-05T00:00:00.000","54.7","VA","1"
"10001","Milano - Viale Marche","2025-04-06T00:00:00.000","54.9","VA","1"
"10001","Milano - Viale Marche","2025-04-07T00:00:00.000","56.2","VA","1"
"10001","Milano - Viale Marche","2025-04-08T00:00:00.000","47.4","VA","1"
"10001","Milano - Viale Marche","2025-04-09T00:00:00.000","55.7","VA","1"
"10001","Milano - Viale Marche","2025-04-10T00:00:00.000","46.3","VA","1"
"10001","Milano - Viale Marche","2025-04-11T00:00:00.000","44.9","VA","1"
"10001","Milano - Viale Marche","2025-04-12T00:00:00.000","44.0","VA","1"
"10001","Milano - Viale Marche","2025-04-13T00:00:00.000","47.1","VA","1"
"10001","Milano - Viale Marche","2025-04-14T00:00:00.000","58.1","VA","1"
"10001","Milano - Viale Marche","2025-04-15T00:00:00.000","63.2","VA","1"
"10001","Milano - Viale Marche","2025-04-16T00:00:00.000","57.7","VA","1"
"10001","Milano - Viale Marche","2025-04-17T00:00:00.000","60.2","VA","1"
"10001","Milano - Viale Marche","2025-04-18T00:00:00.000","46.4","VA","1"
"10001","Milano - Viale Marche","2025-04-19T00:00:00.000","49.1","VA","1"
"10001","Milano - Viale Marche","2025-04-20T00:00:00.000","49.2","VA","1"
"10001","Milano - Viale Marche","2025-04-21T00:00:00.000","48.6","VA","1"
"10001","Milano - Viale Marche","2025-04-22T00:00:00.000","55.9","VA","1"
"10001","Milano - Viale Marche","2025-04-23T00:00:00.000","48.5","VA","1"
"10001","Milano - Viale Marche","2025-04-24T00:00:00.000","56.9","VA","1"
"10001","Milano - Viale Marche","2025-04-25T00:00:00.000","49.6","VA","1"
"10001","Milano - Viale Marche","2025-04-26T00:00:00.000","59.2","VA","1"
"10001","Milano - Viale Marche","2025-04-27T00:00:00.000","45.1","VA","1"
"10001","Milano - Viale Marche","2025-04-28T00:00:00.000","59.0","VA","1"
"10001","Milano - Viale Marche","2025-04-29T00:00:00.000","57.8","VA","1"
"10001","Milano - Viale Marche","2025-04-30T00:00:00.000","60.3","VA","1"
"10001","Milano - Viale Marche","2025-05-01T00:00:00.000","30.8","VA","1"
"10001","Milano - Viale Marche","2025-05-02T00:00:00.000","25.2","VA","1"
"10001","Milano - Viale Marche","2025-05-03T00:00:00.000","36.8","VA","1"
"10001","Milano - Viale Marche","2025-05-04T00:00:00.000","29.1","VA","1"
"10001","Milano - Viale Marche","2025-05-05T00:00:00.000","32.8","VA","1"
"10001","Milano - Viale Marche","2025-05-06T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-05-07T00:00:00.000","25.4","VA","1"
"10001","Milano - Viale Marche","2025-05-08T00:00:00.000","33.7","VA","1"
"10001","Milano - Viale Marche","2025-05-09T00:00:00.000","42.0","VA","1"
"10001","Milano - Viale Marche","2025-05-10T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-05-11T00:00:00.000","29.2","VA","1"
"10001","Milano - Viale Marche","2025-05-12T00:00:00.000","41.7","VA","1"
"10001","Milano - Viale Marche","2025-05-13T00:00:00.000","25.3","VA","1"
"10001","Milano - Viale Marche","2025-05-14T00:00:00.000","36.3","VA","1"
"10001","Milano - Viale Marche","2025-05-15T00:00:00.000","40.4","VA","1"
"10001","Milano - Viale Marche","2025-05-16T00:00:00.000","25.5","VA","1"
"10001","Milano - Viale Marche","2025-05-17T00:00:00.000","34.2","VA","1"
"10001","Milano - Viale Marche","2025-05-18T00:00:00.000","24.5","VA","1"
"10001","Milano - Viale Marche","2025-05-19T00:00:00.000","29.6","VA","1"
"10001","Milano - Viale Marche","2025-05-20T00:00:00.000","39.4","VA","1"
"10001","Milano - Viale Marche","2025-05-21T00:00:00.000","34.5","VA","1"
"10001","Milano - Viale Marche","2025-05-22T00:00:00.000","26.3","VA","1"
"10001","Milano - Viale Marche","2025-05-23T00:00:00.000","39.9","VA","1"
"10001","Milano - Viale Marche","2025-05-24T00:00:00.000","23.0","VA","1"
"10001","Milano - Viale Marche","2025-05-25T00:00:00.000","26.5","VA","1"
"10001","Milano - Viale Marche","2025-05-26T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-05-27T00:00:00.000","25.2","VA","1"
"10001","Milano - Viale Marche","2025-05-28T00:00:00.000","25.8","VA","1"
"10001","Milano - Viale Marche","2025-05-29T00:00:00.000","25.3","VA","1"
"10001","Milano - Viale Marche","2025-05-30T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-05-31T00:00:00.000","38.0","VA","1"
"10001","Milano - Viale Marche","2025-06-01T00:00:00.000","27.3","VA","1"
"10001","Milano - Viale Marche","2025-06-02T00:00:00.000","15.9","VA","1"
"10001","Milano - Viale Marche","2025-06-03T00:00:00.000","13.1","VA","1"
"10001","Milano - Viale Marche","2025-06-04T00:00:00.000","17.7","VA","1"
"10001","Milano - Viale Marche","2025-06-05T00:00:00.000","27.1","VA","1"
"10001","Milano - Viale Marche","2025-06-06T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-06-07T00:00:00.000","22.5","VA","1"
"10001","Milano - Viale Marche","2025-06-08T00:00:00.000","13.9","VA","1"
"10001","Milano - Viale Marche","2025-06-09T00:00:00.000","27.2","VA","1"
"10001","Milano - Viale Marche","2025-06-10T00:00:00.000","21.7","VA","1"
"10001","Milano - Viale Marche","2025-06-11T00:00:00.000","13.3","VA","1"
"10001","Milano - Viale Marche","2025-06-12T00:00:00.000","23.7","VA","1"
"10001","Milano - Viale Marche","2025-06-13T00:00:00.000","26.9","VA","1"
"10001","Milano - Viale Marche","2025-06-14T00:00:00.000","24.1","VA","1"
"10001","Milano - Viale Marche","2025-06-15T00:00:00.000","22.0","VA","1"
"10001","Milano - Viale Marche","2025-06-16T00:00:00.000","12.6","VA","1"
"10001","Milano - Viale Marche","2025-06-17T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-06-18T00:00:00.000","24.6","VA","1"
"10001","Milano - Viale Marche","2025-06-19T00:00:00.000","19.5","VA","1"
"10001","Milano - Viale Marche","2025-06-20T00:00:00.000","17.7","VA","1"
"10001","Milano - Viale Marche","2025-06-21T00:00:00.000","12.4","VA","1"
"10001","Milano - Viale Marche","2025-06-22T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-06-23T00:00:00.000","16.7","VA","1"
"10001","Milano - Viale Marche","2025-06-24T00:00:00.000","27.0","VA","1"
"10001","Milano - Viale Marche","2025-06-25T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-06-26T00:00:00.000","24.1","VA","1"
"10001","Milano - Viale Marche","2025-06-27T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-06-28T00:00:00.000","12.1","VA","1"
"10001","Milano - Viale Marche","2025-06-29T00:00:00.000","16.6","VA","1"
"10001","Milano - Viale Marche","2025-06-30T00:00:00.000","12.2","VA","1"
"10001","Milano - Viale Marche","2025-07-01T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-02T00:00:00.000","17.7","VA","1"
"10001","Milano - Viale Marche","2025-07-03T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-04T00:00:00.000","18.1","VA","1"
"10001","Milano - Viale Marche","2025-07-05T00:00:00.000","15.7","VA","1"
"10001","Milano - Viale Marche","2025-07-06T00:00:00.000","20.6","VA","1"
"10001","Milano - Viale Marche","2025-07-07T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-08T00:00:00.000","14.6","VA","1"
"10001","Milano - Viale Marche","2025-07-09T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-10T00:00:00.000","15.0","VA","1"
"10001","Milano - Viale Marche","2025-07-11T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-12T00:00:00.000","18.1","VA","1"
"10001","Milano - Viale Marche","2025-07-13T00:00:00.000","15.6","VA","1"
"10001","Milano - Viale Marche","2025-07-14T00:00:00.000","12.8","VA","1"
"10001","Milano - Viale Marche","2025-07-15T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-16T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-17T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-18T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-19T00:00:00.000","13.5","VA","1"
"10001","Milano - Viale Marche","2025-07-20T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-21T00:00:00.000","12.4","VA","1"
"10001","Milano - Viale Marche","2025-07-22T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-23T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-24T00:00:00.000","20.7","VA","1"
"10001","Milano - Viale Marche","2025-07-25T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-26T00:00:00.000","15.2","VA","1"
"10001","Milano - Viale Marche","2025-07-27T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-28T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-07-29T00:00:00.000","18.2","VA","1"
"10001","Milano - Viale Marche","2025-07-30T00:00:00.000","17.8","VA","1"
"10001","Milano - Viale Marche","2025-07-31T00:00:00.000","12.1","VA","1"
"10001","Milano - Viale Marche","2025-08-01T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-08-02T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-08-03T00:00:00.000","16.1","VA","1"
"10001","Milano - Viale Marche","2025-08-04T00:00:00.000","17.6","VA","1"
"10001","Milano - Viale Marche","2025-08-05T00:00:00.000","19.8","VA","1"
"10001","Milano - Viale Marche","2025-08-06T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-08-07T00:00:00.000","16.6","VA","1"
"10001","Milano - Viale Marche","2025-08-08T00:00:00.000","17.3","VA","1"
"10001","Milano - Viale Marche","2025-08-09T00:00:00.000","27.0","VA","1"
"10001","Milano - Viale Marche","2025-08-10T00:00:00.000","14.4","VA","1"
"10001","Milano - Viale Marche","2025-08-11T00:00:00.000","24.7","VA","1"
"10001","Milano - Viale Marche","2025-08-12T00:00:00.000","19.9","VA","1"
"10001","Milano - Viale Marche","2025-08-13T00:00:00.000","14.1","VA","1"
"10001","Milano - Viale Marche","2025-08-14T00:00:00.000","25.6","VA","1"
"10001","Milano - Viale Marche","2025-08-15T00:00:00.000","21.8","VA","1"
"10001","Milano - Viale Marche","2025-08-16T00:00:00.000","19.2","VA","1"
"10001","Milano - Viale Marche","2025-08-17T00:00:00.000","19.1","VA","1"
"10001","Milano - Viale Marche","2025-08-18T00:00:00.000","16.8","VA","1"
"10001","Milano - Viale Marche","2025-08-19T00:00:00.000","26.1","VA","1"
"10001","Milano - Viale Marche","2025-08-20T00:00:00.000","22.7","VA","1"
"10001","Milano - Viale Marche","2025-08-21T00:00:00.000","12.7","VA","1"
"10001","Milano - Viale Marche","2025-08-22T00:00:00.000","13.4","VA","1"
"10001","Milano - Viale Marche","2025-08-23T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-08-24T00:00:00.000","22.5","VA","1"
"10001","Milano - Viale Marche","2025-08-25T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-08-26T00:00:00.000","12.4","VA","1"
"10001","Milano - Viale Marche","2025-08-27T00:00:00.000","12.0","VA","1"
"10001","Milano - Viale Marche","2025-08-28T00:00:00.000","21.2","VA","1"
"10001","Milano - Viale Marche","2025-08-29T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-08-30T00:00:00.000","19.5","VA","1"
"10001","Milano - Viale Marche","2025-08-31T00:00:00.000","12.1","VA","1"
"10001","Milano - Viale Marche","2025-09-01T00:00:00.000","31.0","VA","1"
"10001","Milano - Viale Marche","2025-09-02T00:00:00.000","41.3","VA","1"
"10001","Milano - Viale Marche","2025-09-03T00:00:00.000","26.8","VA","1"
"10001","Milano - Viale Marche","2025-09-04T00:00:00.000","28.8","VA","1"
"10001","Milano - Viale Marche","2025-09-05T00:00:00.000","27.4","VA","1"
"10001","Milano - Viale Marche","2025-09-06T00:00:00.000","38.6","VA","1"
"10001","Milano - Viale Marche","2025-09-07T00:00:00.000","33.9","VA","1"
"10001","Milano - Viale Marche","2025-09-08T00:00:00.000","28.7","NA","1"
"10001","Milano - Viale Marche","2025-09-09T00:00:00.000","24.3","NA","1"
"10001","Milano - Viale Marche","2025-09-10T00:00:00.000","28.8","NA","1"
"10001","Milano - Viale Marche","2025-09-11T00:00:00.000","37.0","NA","1"
"10001","Milano - Viale Marche","2025-09-12T00:00:00.000","41.5","NA","1"
"10001","Milano - Viale Marche","2025-09-13T00:00:00.000","23.2","VA","1"
"10001","Milano - Viale Marche","2025-09-14T00:00:00.000","36.5","VA","1"
"10001","Milano - Viale Marche","2025-09-15T00:00:00.000","26.8","VA","1"
"10001","Milano - Viale Marche","2025-09-16T00:00:00.000","29.6","VA","1"
"10001","Milano - Viale Marche","2025-09-17T00:00:00.000","32.5","VA","1"
"10001","Milano - Viale Marche","2025-09-18T00:00:00.000","27.1","VA","1"
"10001","Milano - Viale Marche","2025-09-19T00:00:00.000","36.9","VA","1"
"10001","Milano - Viale Marche","2025-09-20T00:00:00.000","23.7","VA","1"
"10001","Milano - Viale Marche","2025-09-21T00:00:00.000","23.4","VA","1"
"10001","Milano - Viale Marche","2025-09-22T00:00:00.000","41.2","VA","1"
"10001","Milano - Viale Marche","2025-09-23T00:00:00.000","35.4","VA","1"
"10001","Milano - Viale Marche","2025-09-24T00:00:00.000","37.5","VA","1"
"10001","Milano - Viale Marche","2025-09-25T00:00:00.000","32.6","VA","1"
"10001","Milano - Viale Marche","2025-09-26T00:00:00.000","28.5","VA","1"
"10001","Milano - Viale Marche","2025-09-27T00:00:00.000","35.6","VA","1"
"10001","Milano - Viale Marche","2025-09-28T00:00:00.000","25.5","VA","1"
"10001","Milano - Viale Marche","2025-09-29T00:00:00.000","32.4","VA","1"
"10001","Milano - Viale Marche","2025-09-30T00:00:00.000","37.1","VA","1"
"10001","Milano - Viale Marche","2025-10-01T00:00:00.000","46.8","VA","1"
"10001","Milano - Viale Marche","2025-10-02T00:00:00.000","55.7","VA","1"
"10001","Milano - Viale Marche","2025-10-03T00:00:00.000","54.0","VA","1"
"10001","Milano - Viale Marche","2025-10-04T00:00:00.000","50.0","VA","1"
"10001","Milano - Viale Marche","2025-10-05T00:00:00.000","55.7","VA","1"
"10001","Milano - Viale Marche","2025-10-06T00:00:00.000","51.0","VA","1"
"10001","Milano - Viale Marche","2025-10-07T00:00:00.000","57.7","VA","1"
"10001","Milano - Viale Marche","2025-10-08T00:00:00.000","53.1","VA","1"
"10001","Milano - Viale Marche","2025-10-09T00:00:00.000","58.6","VA","1"
"10001","Milano - Viale Marche","2025-10-10T00:00:00.000","55.3","VA","1"
"10001","Milano - Viale Marche","2025-10-11T00:00:00.000","55.4","VA","1"
"10001","Milano - Viale Marche","2025-10-12T00:00:00.000","51.2","VA","1"
"10001","Milano - Viale Marche","2025-10-13T00:00:00.000","52.4","VA","1"
"10001","Milano - Viale Marche","2025-10-14T00:00:00.000","45.9","VA","1"
"10001","Milano - Viale Marche","2025-10-15T00:00:00.000","46.0","VA","1"
"10001","Milano - Viale Marche","2025-10-16T00:00:00.000","54.5","VA","1"
"10001","Milano - Viale Marche","2025-10-17T00:00:00.000","56.6","VA","1"
"10001","Milano - Viale Marche","2025-10-18T00:00:00.000","43.6","VA","1"
"10001","Milano - Viale Marche","2025-10-19T00:00:00.000","54.2","VA","1"
"10001","Milano - Viale Marche","2025-10-20T00:00:00.000","46.3","VA","1"
"10001","Milano - Viale Marche","2025-10-21T00:00:00.000","57.1","VA","1"
"10001","Milano - Viale Marche","2025-10-22T00:00:00.000","45.0","VA","1"
"10001","Milano - Viale Marche","2025-10-23T00:00:00.000","57.9","VA","1"
"10001","Milano - Viale Marche","2025-10-24T00:00:00.000","43.6","VA","1"
"10001","Milano - Viale Marche","2025-10-25T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-10-26T00:00:00.000","61.6","VA","1"
"10001","Milano - Viale Marche","2025-10-27T00:00:00.000","45.3","VA","1"
"10001","Milano - Viale Marche","2025-10-28T00:00:00.000","57.2","VA","1"
"10001","Milano - Viale Marche","2025-10-29T00:00:00.000","44.2","VA","1"
"10001","Milano - Viale Marche","2025-10-30T00:00:00.000","51.1","VA","1"
"10001","Milano - Viale Marche","2025-10-31T00:00:00.000","54.5","VA","1"
"10001","Milano - Viale Marche","2025-11-01T00:00:00.000","70.8","VA","1"
"10001","Milano - Viale Marche","2025-11-02T00:00:00.000","67.6","VA","1"
"10001","Milano - Viale Marche","2025-11-03T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-11-04T00:00:00.000","67.6","VA","1"
"10001","Milano - Viale Marche","2025-11-05T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-11-06T00:00:00.000","76.0","VA","1"
"10001","Milano - Viale Marche","2025-11-07T00:00:00.000","79.5","VA","1"
"10001","Milano - Viale Marche","2025-11-08T00:00:00.000","79.7","VA","1"
"10001","Milano - Viale Marche","2025-11-09T00:00:00.000","80.8","VA","1"
"10001","Milano - Viale Marche","2025-11-10T00:00:00.000","79.3","VA","1"
"10001","Milano - Viale Marche","2025-11-11T00:00:00.000","81.9","VA","1"
"10001","Milano - Viale Marche","2025-11-12T00:00:00.000","74.1","VA","1"
"10001","Milano - Viale Marche","2025-11-13T00:00:00.000","72.0","VA","1"
"10001","Milano - Viale Marche","2025-11-14T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-11-15T00:00:00.000","74.6","VA","1"
"10001","Milano - Viale Marche","2025-11-16T00:00:00.000","67.3","VA","1"
"10001","Milano - Viale Marche","2025-11-17T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-11-18T00:00:00.000","82.3","VA","1"
"10001","Milano - Viale Marche","2025-11-19T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-11-20T00:00:00.000","72.4","VA","1"
"10001","Milano - Viale Marche","2025-11-21T00:00:00.000","76.7","VA","1"
"10001","Milano - Viale Marche","2025-11-22T00:00:00.000","77.7","VA","1"
"10001","Milano - Viale Marche","2025-11-23T00:00:00.000","65.8","VA","1"
"10001","Milano - Viale Marche","2025-11-24T00:00:00.000","65.9","VA","1"
"10001","Milano - Viale Marche","2025-11-25T00:00:00.000","64.5","VA","1"
"10001","Milano - Viale Marche","2025-11-26T00:00:00.000","80.5","VA","1"
"10001","Milano - Viale Marche","2025-11-27T00:00:00.000","65.0","VA","1"
"10001","Milano - Viale Marche","2025-11-28T00:00:00.000","81.5","VA","1"
"10001","Milano - Viale Marche","2025-11-29T00:00:00.000","77.6","VA","1"
"10001","Milano - Viale Marche","2025-11-30T00:00:00.000","75.5","VA","1"
"10001","Milano - Viale Marche","2025-12-01T00:00:00.000","83.7","VA","1"
"10001","Milano - Viale Marche","2025-12-02T00:00:00.000","93.4","VA","1"
"10001","Milano - Viale Marche","2025-12-03T00:00:00.000","95.0","VA","1"
"10001","Milano - Viale Marche","2025-12-04T00:00:00.000","90.5","VA","1"
"10001","Milano - Viale Marche","2025-12-05T00:00:00.000","83.0","VA","1"
"10001","Milano - Viale Marche","2025-12-06T00:00:00.000","88.6","VA","1"
"10001","Milano - Viale Marche","2025-12-07T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-12-08T00:00:00.000","91.3","VA","1"
"10001","Milano - Viale Marche","2025-12-09T00:00:00.000","-9999","NA","1"
"10001","Milano - Viale Marche","2025-12-10T00:00:00.000","95.0","VA","1"
"10001","Milano - Viale Marche","2025-12-11T00:00:00.000","92.4","VA","1"
"10001","Milano - Viale Marche","2025-12-12T00:00:00.000","87.1","VA","1"
"10001","Milano - Viale Marche","2025-12-13T00:00:00.000","87.6","VA","1"
"10001","Milano - Viale Marche","2025-12-14T00:00:00.000","85.4","VA","1"
